"","Treatuntreat_EP","Kingdom","Phylum","Class","Order","Family","Genus","Species","Raw_Abundance","Prevalence","Relative_Abundance","Percentage"
"19","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_jasmonium",37669,6,0.545512670053413,1.4355596580353
"20","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_aichiense",4648,3,0.480988522084665,1.26575926864386
"21","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_nemorosa",10590,5,0.448249937218706,1.17960509794396
"22","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_pachycaule",4885,4,0.364378795350809,0.958891566712655
"23","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_attrantheridium",19400,2,0.343890057794532,0.9049738363014
"24","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_cucurbitacearum",5717,3,0.343166177611957,0.903068888452519
"25","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_selbyi",2468,1,0.302673534461614,0.796509301214774
"26","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_chamaehyphon",8218,3,0.282213420067014,0.742666894913193
"27","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_rostratifingens",12406,1,0.218058460619057,0.573838054260676
"28","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_mamillatum",10078,1,0.177139542650238,0.466156691184837
"29","Untreated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Saprolegnia","Saprolegnia_ferax",1307,2,0.143355926923381,0.377252439272055
"30","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_chondricola",3351,1,0.12643851639437,0.332732937879922
"31","Untreated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_astaci",1325,4,0.104230048317441,0.27428960083537
"32","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_marsipum",3056,3,0.0983824874466566,0.258901282754359
"33","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_versiformis",629,2,0.0744152447295094,0.195829591393446
"34","Untreated","Stramenopila","Oomycota","Oomycetes","Albuginaceae","Albuginales","Albugo","Albugo_laibachii",2681,2,0.0663638704856604,0.174641764435948
"35","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_grandisporangium",2680,4,0.0618615065222851,0.16279343821654
"36","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_dissimile",395,1,0.0521520992870346,0.137242366544828
"37","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_heterothallicum",104,1,0.0323182100683654,0.0850479212325406
"38","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_insidiosum",3226,2,0.0273289797134557,0.0719183676669886
"39","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_apleroticum",334,2,0.0211901047164747,0.0557634334644071
"40","Untreated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Thraustotheca","Thraustotheca_clavata",124,3,0.0208257607878686,0.0548046336522857
"41","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_folliculosum",1180,1,0.020740688661171,0.0545807596346604
"42","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_polonica",38,2,0.0118184449705772,0.0311011709752033
"43","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Perofascia","Perofascia_sp.",84,4,0.0114247156401138,0.0300650411581941
"44","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_plurisporium",38,1,0.00877395520664973,0.023089355806973
"45","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Bremia","Bremia_lactucae",66,2,0.00813368094357662,0.021404423535728
"46","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Halophytophthora","Halophytophthora_batemanensis",26,1,0.00807955251709136,0.0212619803081352
"47","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_erythroseptica",25,1,0.00776880049720323,0.0204442118347453
"48","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Peronosclerospora","Peronosclerospora_sacchari",20,1,0.00621504039776259,0.0163553694677963
"49","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_pseudosyringae",250,1,0.00591842049193911,0.0155747907682608
"50","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_dissotocum",52,2,0.00542256448773073,0.0142699065466598
"51","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Pseudoperonospora","Pseudoperonospora_cubensis",14,1,0.005103900838498,0.0134313179960474
"52","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_debaryanum",244,2,0.00447782266111782,0.0117837438450469
"53","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_aristosporum",38,2,0.00408864158322133,0.0107595831137403
"54","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_angustatum",12,1,0.00372902423865755,0.00981322168067777
"55","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_utonaiense",134,1,0.0035617457870395,0.00937301522905131
"56","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Bremia","Bremia_sonchicola",190,1,0.00333960241154448,0.00878842739880126
"57","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Plasmopara","Plasmopara_halstedii",10,1,0.00310752019888129,0.00817768473389814
"58","Untreated","Stramenopila","Oomycota","Oomycetes","Oomycota_incertrae_sedis","Lagenidiaceae","Lagena","Lagena_sp",8,1,0.00248601615910503,0.00654214778711851
"59","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Peronosclerospora","Peronosclerospora_sorghi",16,1,0.00211249009770267,0.0055591844676386
"60","Untreated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_euteiches",28,1,0.00210005250131253,0.00552645395082246
"61","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_gregata",43,1,0.00190080452656706,0.00500211717517647
"62","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_gemini",28,3,0.00170257426403652,0.00448045858956978
"63","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_richardiae",76,1,0.00133584096461779,0.0035153709595205
"64","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_foliorum",6,1,0.00107276953334525,0.00282307771932961
"65","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_megalacanthum",41,1,0.000970620960678014,0.00255426568599477
"66","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_pyrilobum",7,1,0.000858474368408143,0.00225914307475827
"67","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_hydrogena",6,1,0.000669269380925823,0.00176123521296269
"68","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_sindhum",27,1,0.000639189413129424,0.00168207740297217
"69","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Elongisporangium","Elongisporangium_senticosum",24,1,0.000568168367226155,0.00149517991375304
"70","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_rishiriense",7,1,0.00056044835868695,0.00147486410180776
"71","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_cuyabensis",7,1,0.000525013125328133,0.00138161348770561
"72","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Plasmopara","Plasmopara_obducens",29,1,0.000509728789130473,0.00134139155034335
"73","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Salisapiliaceae","Salisapilia","Salisapilia_tartarea",10,1,0.000442047564317921,0.00116328306399453
"74","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Hyaloperonospora","Hyaloperonospora_arabidopsidis",16,1,0.000425283079049492,0.00111916599749866
"75","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_ultimum_var.sporangiiferum",6,1,0.000410368647835305,0.00107991749430344
"76","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Halophytophthora","Halophytophthora_polymorphica",16,1,0.00028122967676164,0.000740078096741159
"77","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_violae",12,1,6.85322672758424e-05,0.000180348071778533
"78","Untreated","Stramenopila","Oomycota","Oomycetes","Sclerosporales","Sclerosporaceae","Sclerospora","Sclerospora_graminicola",7,1,3.9977155910908e-05,0.000105203041870811
"79","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Peronosclerospora","Peronosclerospora_philippinensis",6,1,3.42661336379212e-05,9.01740358892663e-05
"80","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_aquisylvae",294197,14,7.59367788733829,21.0935496870508
"81","Treated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Saprolegnia","Saprolegnia_parasitica",75457,17,5.03018206987038,13.9727279718622
"82","Treated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Achlya","Achlya_hypogyna",26548,12,2.35118825248813,6.5310784791337
"83","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_terrestre",43520,6,1.82052847747573,5.05702354854371
"84","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_nemorosa",44834,7,1.35178114012057,3.75494761144602
"85","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_attrantheridium",38264,4,1.28308986568956,3.56413851580434
"86","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_helicoides",31736,10,1.24388401205321,3.45523336681448
"87","Treated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Thraustotheca","Thraustotheca_clavata",11164,9,1.20777635609127,3.35493432247576
"88","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_rostratifingens",20544,5,1.12557666739104,3.126601853864
"89","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Elongisporangium","Elongisporangium_anandrum",26615,4,1.06199400550555,2.94998334862654
"90","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_dissotocum",49998,2,0.953991569459101,2.64997658183084
"91","Treated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Saprolegnia","Saprolegnia_ferax",17396,7,0.850295245516181,2.36193123754495
"92","Treated","Stramenopila","Oomycota","Oomycetes","Lagenidiales","Lagenidiaceae","Lagenidium","Lagenidium_sp.sinuatum",10545,3,0.838492477629253,2.32914577119237
"93","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_brachiatum",10267,6,0.759036269097945,2.10843408082762
"94","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_selbyi",16825,1,0.739495428973277,2.05415396937021
"95","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_insidiosum",22713,9,0.728947994920597,2.0248555414461
"96","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_aichiense",19176,3,0.697093255070729,1.93637015297425
"97","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_monospermum",26516,4,0.602696291511473,1.67415636530965
"98","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_heterothallicum",14102,1,0.592048364750829,1.64457879097453
"99","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_europaea",5641,1,0.576848348501892,1.60235652361637
"100","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_iwayami",8708,2,0.376404033805932,1.04556676057203
"101","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_iriomotense",6268,3,0.359492335184999,0.998589819958331
"102","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_contiguanum",10602,5,0.332175244472752,0.922709012424311
"103","Treated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_stellatus",5301,9,0.318166690071452,0.883796361309588
"104","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_nodosum",7156,10,0.309900450964596,0.860834586012767
"105","Treated","Stramenopila","Oomycota","Oomycetes","Albuginaceae","Albuginales","Albugo","Albugo_laibachii",2313,2,0.283690712332819,0.788029756480054
"106","Treated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_astaci",2693,6,0.270069049061784,0.7501918029494
"107","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_junctum",5235,3,0.226080368893542,0.628001024704283
"108","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_dissimile",11902,3,0.219184796183789,0.60884665606608
"109","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_jasmonium",9988,3,0.211244943695638,0.586791510265661
"110","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_fragariae",2091,2,0.203761634743517,0.566004540954214
"111","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_acanthophoron",4709,3,0.190950875945279,0.530419099847998
"112","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_mamillatum",9052,1,0.161631312049139,0.448975866803165
"113","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_glomeratum",3152,1,0.132331332129812,0.367587033693923
"114","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_cystogenes",1950,2,0.132270518996365,0.367418108323237
"115","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_pachycaule",2332,2,0.12375140457559,0.343753901598861
"116","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_apleroticum",5088,2,0.104971448717231,0.291587357547863
"117","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_parvum",4970,1,0.099741114611973,0.277058651699925
"118","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_uncinulatum",2046,1,0.080156709108717,0.222657525301991
"119","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Peronosclerospora","Peronosclerospora_sorghi",1810,2,0.0662660826388448,0.184072451774569
"120","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_lucens",2108,2,0.0621970499149608,0.172769583097113
"121","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Halophytophthora","Halophytophthora_kandeliae",2812,1,0.0502106992357689,0.139474164543802
"122","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Peronospora","Peronospora_belbahrii",735,1,0.0499015547559237,0.138615429877566
"123","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_violae",2297,1,0.0410149275051782,0.113930354181051
"124","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_coloratum",1298,1,0.0383751182592242,0.106597550720067
"125","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_ramorum",1430,1,0.0317157558552165,0.0880993218200457
"126","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_okanoganense",569,1,0.0299994727684926,0.0833318688013684
"127","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_gemini",390,3,0.0175506747861357,0.0487518744059325
"128","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_folliculosum",812,1,0.0162957314013928,0.0452659205594243
"129","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Halophytophthora","Halophytophthora_exoprolifera",511,1,0.0102550723474282,0.0284863120761895
"130","Treated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_laevis",625,1,0.00810803798453635,0.0225223277348232
"131","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Perofascia","Perofascia_sp.",86,4,0.00545409022164697,0.015150250615686
"132","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_perplexum",36,1,0.0053683268714584,0.0149120190873844
"133","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_pluvialis",26,1,0.00387712496271995,0.010769791563111
"134","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_sindhum",13,1,0.00255553371338707,0.00709870475940851
"135","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_megalacanthum",107,2,0.00192004907335274,0.00533346964820205
"136","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Peronosclerospora","Peronosclerospora_philippinensis",12,1,0.00187207488299532,0.00520020800832033
"137","Treated","Stramenopila","Oomycota","Oomycetes","Lagenidiales","Lagenidiaceae","Lagenidium","Lagenidium_sp.pulchrum",41,1,0.00160626836434868,0.00446185656763522
"138","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_phragmitis",9,1,0.00140405616224649,0.00390015600624025
"139","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Bremia","Bremia_lactucae",27,1,0.00105778648383937,0.0029382957884427
"140","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_chondricola",25,1,0.00104958226625803,0.00291550629516119
"141","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_graminicola",7,1,0.00104384133611691,0.00289955926699142
"142","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_cinnamomi",20,1,0.000879043600562588,0.00244178777934052
"143","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_kashmirense",22,2,0.000843521770969765,0.00234311603047157
"144","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Halophytophthora","Halophytophthora_batemanensis",38,1,0.000829929892764322,0.00230536081323423
"145","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_cacuminis",19,1,0.000626029654036244,0.00173897126121179
"146","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_arrhenomanes",15,1,0.000587659157688541,0.00163238654913483
"147","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_debaryanum",25,1,0.000554471256210078,0.00154019793391688
"148","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_aphanidermatum",9,1,0.000352595494613124,0.000979431929480901
"149","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Salisapiliaceae","Salisapilia","Salisapilia_nakagirii",6,1,0.000344095888054138,0.000955821911261494
"150","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_angustatum",2,1,0.000295508274231678,0.000820856317310218
"151","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_pseudosyringae",16,1,0.000285693879008642,0.000793594108357339
"152","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_porphyrae",6,1,0.000251899743901927,0.000699721510838686
"153","Treated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_invadans",6,1,0.000197693574958814,0.000549148819330038
"154","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_utonaiense",10,1,0.00014685581695891,0.00040793282488586
"155","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_nagaii",6,1,0.000107135204628241,0.000297597790634002
