"","YrSinceTrt_BR","Kingdom","Phylum","Class","Order","Family","Genus","Raw_Abundance","Prevalence","Relative_Abundance","Percentage"
"39","3 to 4","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Thraustotheca",3867,2,0.9035982288992,30.1199409633067
"40","3 to 4","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium",18952,1,0.832981715893108,27.7660571964369
"41","3 to 4","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Achlya",4890,2,0.560837044241263,18.6945681413754
"42","3 to 4","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces",1856,2,0.269265797003188,8.97552656677294
"43","3 to 4","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Saprolegnia",1877,2,0.261336522026282,8.71121740087606
"44","3 to 4","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium",467,2,0.164393380005663,5.4797793335221
"45","3 to 4","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora",32,2,0.00275111848355791,0.0917039494519303
"46","3 to 4","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Perofascia",12,1,0.00187207488299532,0.062402496099844
"47","3 to 4","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Peronosclerospora",12,1,0.00187207488299532,0.062402496099844
"48","3 to 4","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium",7,1,0.00109204368174727,0.0364014560582423
"49","5 to 8","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Saprolegnia",44904,6,2.8952360978303,41.3605156832901
"50","5 to 8","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium",122633,4,2.8199392903223,40.2848470046043
"51","5 to 8","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium",26356,2,0.639902433620103,9.14146333743005
"52","5 to 8","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora",18079,2,0.401386322605595,5.73409032293708
"53","5 to 8","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Thraustotheca",4699,1,0.113502415458937,1.62146307798482
"54","5 to 8","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces",2045,2,0.0579376531955342,0.827680759936203
"55","5 to 8","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium",1056,2,0.0373697730331411,0.533853900473444
"56","5 to 8","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Achlya",1552,1,0.0338960840413218,0.484229772018883
"57","5 to 8","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Halophytophthora",38,1,0.000829929892764322,0.0118561413252046
"58","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium",84325,4,2.14468978985898,35.7448298309831
"59","10 to 12","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Saprolegnia",29598,4,1.38755792562031,23.1259654270052
"60","10 to 12","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Achlya",7179,4,1.07597427887881,17.9329046479802
"61","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium",56886,5,1.04004759523281,17.3341265872135
"62","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium",10155,2,0.186851657716222,3.11419429527036
"63","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Halophytophthora",2812,1,0.0502106992357689,0.836844987262815
"64","10 to 12","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces",2431,2,0.0491832462289782,0.81972077048297
"65","10 to 12","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Peronosclerospora",1027,1,0.0431168394978798,0.718613991631331
"66","10 to 12","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora",419,3,0.0195319186333295,0.325531977222158
"67","10 to 12","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Thraustotheca",58,1,0.00243503085771863,0.0405838476286438
"68","10 to 12","Stramenopila","Oomycota","Oomycetes","Albuginaceae","Albuginales","Albugo",7,1,0.000293883034552248,0.0048980505758708
"69","10 to 12","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Perofascia",6,1,0.000107135204628241,0.00178558674380401
