"","Fire_Mod","Kingdom","Phylum","Class","Order","Family","Genus","Species","Abundance","Prevalence","Total_Abundance","Percentage"
"14","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_gemini",28,3,2017030,0.00138817965027788
"15","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_gregata",43,1,2017030,0.00213184732006961
"16","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_hydrogena",6,1,2017030,0.000297467067916689
"17","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_nemorosa",10590,5,2017030,0.525029374872957
"18","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_polonica",38,2,2017030,0.0018839580968057
"19","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_pseudosyringae",250,1,2017030,0.0123944611631954
"20","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_ramorum",13940,4,2017030,0.691115154459775
"21","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_richardiae",76,1,2017030,0.0037679161936114
"22","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_versiformis",629,2,2017030,0.0311844642865996
"23","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Plasmopara","Plasmopara_halstedii",10,1,2017030,0.000495778446527816
"24","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Plasmopara","Plasmopara_obducens",29,1,2017030,0.00143775749493067
"25","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Pseudoperonospora","Pseudoperonospora_cubensis",14,1,2017030,0.000694089825138942
"26","Untreated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Salisapiliaceae","Salisapilia","Salisapilia_tartarea",10,1,2017030,0.000495778446527816
"27","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Elongisporangium","Elongisporangium_anandrum",36718,3,2017030,1.82039929996083
"28","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Elongisporangium","Elongisporangium_senticosum",24,1,2017030,0.00118986827166676
"29","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_acanthophoron",10362,6,2017030,0.513725626292122
"30","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_aquisylvae",70928,16,2017030,3.51645736553249
"31","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_attrantheridium",19400,2,2017030,0.961810186263962
"32","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_debaryanum",244,2,2017030,0.0120969940952787
"33","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_lucens",93300,3,2017030,4.62561290610452
"34","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_mamillatum",10078,1,2017030,0.499645518410733
"35","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_marsipum",3056,3,2017030,0.1515098932589
"36","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_megalacanthum",41,1,2017030,0.00203269163076404
"37","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_nodosum",11527,19,2017030,0.571483815312613
"38","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_rostratifingens",12406,1,2017030,0.615062740762408
"39","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_selbyi",2468,1,2017030,0.122358120603065
"40","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_terrestre",189129,10,2017030,9.37660818133592
"41","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_ultimum_var.sporangiiferum",6,1,2017030,0.000297467067916689
"42","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_violae",12,1,2017030,0.000594934135833379
"43","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Halophytophthora","Halophytophthora_batemanensis",26,1,2017030,0.00128902396097232
"44","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Halophytophthora","Halophytophthora_kandeliae",30950,5,2017030,1.53443429200359
"45","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Halophytophthora","Halophytophthora_polymorphica",16,1,2017030,0.000793245514444505
"46","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_aichiense",4648,3,2017030,0.230437821946129
"47","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_chamaehyphon",8218,3,2017030,0.407430727356559
"48","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_cucurbitacearum",5717,3,2017030,0.283436537879952
"49","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_helicoides",32108,6,2017030,1.59184543611151
"50","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_iriomotense",14668,3,2017030,0.727207825367
"51","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_sindhum",27,1,2017030,0.0013386018056251
"52","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_angustatum",12,1,2017030,0.000594934135833379
"53","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_apleroticum",334,2,2017030,0.016559000114029
"54","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_aristosporum",38,2,2017030,0.0018839580968057
"55","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_brachiatum",17893,4,2017030,0.887096374372221
"56","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_chondricola",3351,1,2017030,0.166135357431471
"57","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_contiguanum",24264,7,2017030,1.20295682265509
"58","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_dissimile",395,1,2017030,0.0195832486378487
"59","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_dissotocum",52,2,2017030,0.00257804792194464
"60","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_folliculosum",1180,1,2017030,0.0585018566902823
"61","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_grandisporangium",2680,4,2017030,0.132868623669455
"62","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_heterothallicum",104,1,2017030,0.00515609584388928
"63","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_insidiosum",3226,2,2017030,0.159938126849873
"64","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_jasmonium",37669,6,2017030,1.86754783022563
"65","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_junctum",14071,6,2017030,0.697609852109289
"66","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_monospermum",38160,7,2017030,1.89189055195014
"67","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_pachycaule",4885,4,2017030,0.242187771128838
"68","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_plurisporium",38,1,2017030,0.0018839580968057
"69","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_pyrilobum",7,1,2017030,0.000347044912569471
"70","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_rishiriense",7,1,2017030,0.000347044912569471
"71","Untreated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_utonaiense",134,1,2017030,0.00664343118347273
"72","Untreated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_astaci",1325,4,2017030,0.0656906441649356
"73","Untreated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_euteiches",28,1,2017030,0.00138817965027788
"74","Untreated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_stellatus",13291,7,2017030,0.65893913328012
"75","Untreated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Achlya","Achlya_hypogyna",56247,14,2017030,2.788605028185
"76","Untreated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Saprolegnia","Saprolegnia_ferax",1307,2,2017030,0.0647982429611855
"77","Untreated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Saprolegnia","Saprolegnia_parasitica",21796,7,2017030,1.08059870205203
"78","Untreated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Thraustotheca","Thraustotheca_clavata",124,3,2017030,0.00614765273694491
"79","Untreated","Stramenopila","Oomycota","Oomycetes","Sclerosporales","Sclerosporaceae","Sclerospora","Sclerospora_graminicola",7,1,2017030,0.000347044912569471
"80","Treated","Stramenopila","Oomycota","Oomycetes","Albuginaceae","Albuginales","Albugo","Albugo_laibachii",2313,2,2017030,0.114673554681884
"81","Treated","Stramenopila","Oomycota","Oomycetes","Lagenidiales","Lagenidiaceae","Lagenidium","Lagenidium_sp.pulchrum",41,1,2017030,0.00203269163076404
"82","Treated","Stramenopila","Oomycota","Oomycetes","Lagenidiales","Lagenidiaceae","Lagenidium","Lagenidium_sp.sinuatum",10545,3,2017030,0.522798371863582
"83","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Bremia","Bremia_lactucae",27,1,2017030,0.0013386018056251
"84","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Perofascia","Perofascia_sp.",86,4,2017030,0.00426369464013921
"85","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Peronosclerospora","Peronosclerospora_philippinensis",12,1,2017030,0.000594934135833379
"86","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Peronosclerospora","Peronosclerospora_sorghi",1810,2,2017030,0.0897358988215346
"87","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Peronospora","Peronospora_belbahrii",735,1,2017030,0.0364397158197945
"88","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_cacuminis",19,1,2017030,0.00094197904840285
"89","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_cinnamomi",20,1,2017030,0.000991556893055631
"90","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_europaea",5641,1,2017030,0.279668621686341
"91","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_fragariae",2091,2,2017030,0.103667273168966
"92","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_gemini",390,3,2017030,0.0193353594145848
"93","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_nemorosa",44834,7,2017030,2.22277308716281
"94","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_pluvialis",26,1,2017030,0.00128902396097232
"95","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_pseudosyringae",16,1,2017030,0.000793245514444505
"96","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_ramorum",1430,1,2017030,0.0708963178534776
"97","Treated","Stramenopila","Oomycota","Oomycetes","Peronosporales","Salisapiliaceae","Salisapilia","Salisapilia_nakagirii",6,1,2017030,0.000297467067916689
"98","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Elongisporangium","Elongisporangium_anandrum",26615,4,2017030,1.31951433543378
"99","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_acanthophoron",4709,3,2017030,0.233462070469948
"100","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_aquisylvae",294197,14,2017030,14.5856531633144
"101","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_attrantheridium",38264,4,2017030,1.89704664779403
"102","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_cystogenes",1950,2,2017030,0.096676797072924
"103","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_debaryanum",25,1,2017030,0.00123944611631954
"104","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_glomeratum",3152,1,2017030,0.156269366345567
"105","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_heterothallicum",14102,1,2017030,0.699146765293526
"106","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_iwayami",8708,2,2017030,0.431723871236422
"107","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_lucens",2108,2,2017030,0.104510096528064
"108","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_mamillatum",9052,1,2017030,0.448778649796979
"109","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_megalacanthum",107,2,2017030,0.00530482937784763
"110","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_nagaii",6,1,2017030,0.000297467067916689
"111","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_nodosum",7156,10,2017030,0.354779056335305
"112","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_okanoganense",569,1,2017030,0.0282097936074327
"113","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_parvum",4970,1,2017030,0.246401887924324
"114","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_perplexum",36,1,2017030,0.00178480240750014
"115","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_rostratifingens",20544,5,2017030,1.01852724054674
"116","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_selbyi",16825,1,2017030,0.83414723628305
"117","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_terrestre",43520,6,2017030,2.15762779928905
"118","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_uncinulatum",2046,1,2017030,0.101436270159591
"119","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_violae",2297,1,2017030,0.113880309167439
"120","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Halophytophthora","Halophytophthora_batemanensis",38,1,2017030,0.0018839580968057
"121","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Halophytophthora","Halophytophthora_exoprolifera",511,1,2017030,0.0253342786175714
"122","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Halophytophthora","Halophytophthora_kandeliae",2812,1,2017030,0.139412899163622
"123","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_aichiense",19176,3,2017030,0.950704749061739
"124","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_helicoides",31736,10,2017030,1.57340247790068
"125","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_iriomotense",6268,3,2017030,0.310753930283635
"126","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_sindhum",13,1,2017030,0.00064451198048616
"127","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_angustatum",2,1,2017030,9.91556893055631e-05
"128","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_aphanidermatum",9,1,2017030,0.000446200601875034
"129","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_apleroticum",5088,2,2017030,0.252252073593353
"130","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_arrhenomanes",15,1,2017030,0.000743667669791724
"131","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_brachiatum",10267,6,2017030,0.509015731050108
"132","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_chondricola",25,1,2017030,0.00123944611631954
"133","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_coloratum",1298,1,2017030,0.0643520423593105
"134","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_contiguanum",10602,5,2017030,0.52562430900879
"135","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_dissimile",11902,3,2017030,0.590075507057406
"136","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_dissotocum",49998,2,2017030,2.47879307694977
"137","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_folliculosum",812,1,2017030,0.0402572098580586
"138","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_graminicola",7,1,2017030,0.000347044912569471
"139","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_insidiosum",22713,9,2017030,1.12606158559863
"140","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_jasmonium",9988,3,2017030,0.495183512391982
"141","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_junctum",5235,3,2017030,0.259540016757311
"142","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_kashmirense",22,2,2017030,0.00109071258236119
"143","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_monospermum",26516,4,2017030,1.31460612881316
"144","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_pachycaule",2332,2,2017030,0.115615533730287
"145","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_phragmitis",9,1,2017030,0.000446200601875034
"146","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_porphyrae",6,1,2017030,0.000297467067916689
"147","Treated","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_utonaiense",10,1,2017030,0.000495778446527816
"148","Treated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_astaci",2693,6,2017030,0.133513135649941
"149","Treated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_invadans",6,1,2017030,0.000297467067916689
"150","Treated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_laevis",625,1,2017030,0.0309861529079885
"151","Treated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_stellatus",5301,9,2017030,0.262812154504395
"152","Treated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Achlya","Achlya_hypogyna",26548,12,2017030,1.31619261984204
"153","Treated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Saprolegnia","Saprolegnia_ferax",17396,7,2017030,0.862456185579788
"154","Treated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Saprolegnia","Saprolegnia_parasitica",75457,17,2017030,3.74099542396494
"155","Treated","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Thraustotheca","Thraustotheca_clavata",11164,9,2017030,0.553487057703653
"156","Wildfire","Stramenopila","Oomycota","Oomycetes","Albuginaceae","Albuginales","Albugo","Albugo_laibachii",16,1,2017030,0.000793245514444505
"157","Wildfire","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Hyaloperonospora","Hyaloperonospora_arabidopsidis",507,1,2017030,0.0251359672389603
"158","Wildfire","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Perofascia","Perofascia_sp.",2,1,2017030,9.91556893055631e-05
"159","Wildfire","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_gemini",41,4,2017030,0.00203269163076404
"160","Wildfire","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_quercina",7,1,2017030,0.000347044912569471
"161","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Elongisporangium","Elongisporangium_anandrum",4554,1,2017030,0.225777504548767
"162","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_aquisylvae",22968,3,2017030,1.13870393598509
"163","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_megalacanthum",83,1,2017030,0.00411496110618087
"164","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_rhizoterrae",16528,1,2017030,0.819422616421174
"165","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_rostratifingens",33023,3,2017030,1.63720916396881
"166","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_violae",7838,1,2017030,0.388591146388502
"167","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Halophytophthora","Halophytophthora_kandeliae",14735,2,2017030,0.730529540958736
"168","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Halophytophthora","Halophytophthora_porrigovesica",8,1,2017030,0.000396622757222253
"169","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_chamaehyphon",1365,1,2017030,0.0676737579510468
"170","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_citrinum",8423,1,2017030,0.417594185510379
"171","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_apleroticum",14,1,2017030,0.000694089825138942
"172","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_brachiatum",62674,6,2017030,3.10724183576843
"173","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_chondricola",407,1,2017030,0.0201781827736821
"174","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_contiguanum",6447,3,2017030,0.319628364476483
"175","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_dissimile",2263,2,2017030,0.112194662449245
"176","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_inflatum",230,1,2017030,0.0114029042701398
